seed,scenario,attack_intensity,uav_count,uav_id,start_timestamp,end_timestamp,label
1,jamming_spoofing,low,20,UAV-006,18,143,jamming_spoofing
1,jamming_spoofing,low,20,UAV-007,5,133,normal
1,jamming_spoofing,low,20,UAV-008,3,150,normal
1,jamming_spoofing,low,20,UAV-008,79,176,normal
1,jamming_spoofing,low,20,UAV-013,5,178,normal
1,jamming_spoofing,low,20,UAV-014,0,149,normal
1,jamming_spoofing,low,20,UAV-015,13,148,normal
1,jamming_spoofing,low,20,UAV-015,51,178,normal
1,jamming_spoofing,low,20,UAV-017,7,128,jamming_spoofing
1,jamming_spoofing,medium,10,UAV-001,17,165,jamming_spoofing
1,jamming_spoofing,medium,10,UAV-003,9,164,normal
1,jamming_spoofing,medium,10,UAV-004,10,156,jamming_spoofing
1,jamming_spoofing,medium,10,UAV-007,3,176,jamming_spoofing
1,jamming_spoofing,medium,10,UAV-010,2,128,jamming_spoofing
1,jamming_spoofing,medium,10,UAV-010,28,164,jamming_spoofing
1,jamming_spoofing,medium,20,UAV-001,17,156,jamming_spoofing
1,jamming_spoofing,medium,20,UAV-004,13,118,jamming_spoofing
1,jamming_spoofing,medium,20,UAV-004,23,162,jamming_spoofing
1,jamming_spoofing,medium,20,UAV-006,2,158,jamming_spoofing
1,jamming_spoofing,medium,20,UAV-009,1,153,jamming_spoofing
1,jamming_spoofing,medium,20,UAV-012,0,155,normal
1,jamming_spoofing,medium,20,UAV-013,14,158,jamming_spoofing
1,jamming_spoofing,medium,20,UAV-014,1,112,jamming_spoofing
1,jamming_spoofing,medium,20,UAV-014,34,169,jamming_spoofing
1,jamming_spoofing,medium,20,UAV-016,4,155,normal
1,jamming_spoofing,medium,20,UAV-017,3,174,normal
1,jamming_tampering,high,10,UAV-001,2,162,jamming_tampering
1,jamming_tampering,high,10,UAV-005,8,126,jamming_tampering
1,jamming_tampering,high,10,UAV-005,60,167,jamming_tampering
1,jamming_tampering,high,10,UAV-006,0,153,jamming_tampering
1,jamming_tampering,high,10,UAV-008,0,137,normal
1,jamming_tampering,high,10,UAV-008,25,167,normal
1,jamming_tampering,high,10,UAV-009,0,163,jamming_tampering
1,jamming_tampering,high,20,UAV-001,0,143,jamming_tampering
1,jamming_tampering,high,20,UAV-002,6,134,jamming_tampering
1,jamming_tampering,high,20,UAV-007,2,170,jamming_tampering
1,jamming_tampering,high,20,UAV-008,13,165,jamming_tampering
1,jamming_tampering,high,20,UAV-009,4,173,jamming_tampering
1,jamming_tampering,high,20,UAV-010,3,167,jamming_tampering
1,jamming_tampering,high,20,UAV-013,4,119,jamming_tampering
1,jamming_tampering,high,20,UAV-013,34,149,jamming_tampering
1,jamming_tampering,high,20,UAV-013,63,169,jamming_tampering
1,jamming_tampering,high,20,UAV-014,2,137,jamming_tampering
1,jamming_tampering,high,20,UAV-015,4,141,jamming_tampering
1,jamming_tampering,high,20,UAV-017,11,166,jamming_tampering
1,jamming_tampering,high,20,UAV-018,13,177,normal
1,jamming_tampering,low,10,UAV-005,18,110,jamming_tampering
1,jamming_tampering,low,10,UAV-005,43,172,jamming_tampering
1,jamming_tampering,low,10,UAV-006,9,137,normal
1,jamming_tampering,low,10,UAV-006,34,162,normal
1,jamming_tampering,low,10,UAV-008,10,131,normal
1,jamming_tampering,low,10,UAV-009,2,165,normal
1,jamming_tampering,low,10,UAV-010,6,143,normal
1,jamming_tampering,low,20,UAV-001,3,98,normal
1,jamming_tampering,low,20,UAV-001,23,155,normal
1,jamming_tampering,low,20,UAV-002,1,160,jamming_tampering
1,jamming_tampering,low,20,UAV-003,4,159,jamming_tampering
1,jamming_tampering,low,20,UAV-007,11,149,normal
1,jamming_tampering,low,20,UAV-008,3,165,jamming_tampering
1,jamming_tampering,low,20,UAV-009,8,152,jamming_tampering
1,jamming_tampering,low,20,UAV-010,9,162,normal
1,jamming_tampering,low,20,UAV-011,1,175,normal
1,jamming_tampering,low,20,UAV-012,3,152,normal
1,jamming_tampering,low,20,UAV-013,11,168,jamming_tampering
1,jamming_tampering,low,20,UAV-015,2,149,normal
1,jamming_tampering,low,20,UAV-016,10,145,normal
1,jamming_tampering,low,20,UAV-017,0,164,normal
1,jamming_tampering,low,20,UAV-018,1,151,normal
1,jamming_tampering,low,20,UAV-020,0,148,normal
1,jamming_tampering,medium,10,UAV-001,4,99,jamming_tampering
1,jamming_tampering,medium,10,UAV-001,20,179,jamming_tampering
1,jamming_tampering,medium,10,UAV-002,2,100,jamming_tampering
1,jamming_tampering,medium,10,UAV-002,36,145,jamming_tampering
1,jamming_tampering,medium,10,UAV-002,58,178,jamming_tampering
1,jamming_tampering,medium,10,UAV-008,1,119,jamming_tampering
1,jamming_tampering,medium,10,UAV-008,44,143,jamming_tampering
1,jamming_tampering,medium,10,UAV-010,26,178,normal
1,jamming_tampering,medium,20,UAV-001,1,152,normal
1,jamming_tampering,medium,20,UAV-003,1,143,jamming_tampering
1,jamming_tampering,medium,20,UAV-007,11,129,jamming_tampering
1,jamming_tampering,medium,20,UAV-008,2,156,jamming_tampering
1,jamming_tampering,medium,20,UAV-010,10,146,jamming_tampering
1,jamming_tampering,medium,20,UAV-011,17,163,jamming_tampering
1,jamming_tampering,medium,20,UAV-012,4,146,jamming_tampering
1,jamming_tampering,medium,20,UAV-013,2,162,jamming_tampering
1,jamming_tampering,medium,20,UAV-015,3,130,jamming_tampering
1,jamming_tampering,medium,20,UAV-015,44,163,jamming_tampering
1,jamming_tampering,medium,20,UAV-017,1,151,jamming_tampering
1,jamming_tampering,medium,20,UAV-018,1,143,jamming_tampering
1,jamming_tampering,medium,20,UAV-019,5,165,normal
1,normal,none,10,UAV-001,13,134,normal
1,normal,none,10,UAV-001,63,172,normal
1,normal,none,10,UAV-002,11,115,normal
1,normal,none,10,UAV-002,36,173,normal
1,normal,none,10,UAV-003,0,155,normal
1,normal,none,10,UAV-004,10,142,normal
1,normal,none,10,UAV-005,2,143,normal
1,normal,none,10,UAV-007,10,157,normal
1,normal,none,10,UAV-008,0,133,normal
1,normal,none,10,UAV-009,12,176,normal
1,normal,none,10,UAV-010,23,156,normal
1,normal,none,20,UAV-001,0,169,normal
1,normal,none,20,UAV-002,5,115,normal
1,normal,none,20,UAV-002,35,140,normal
1,normal,none,20,UAV-002,60,165,normal
1,normal,none,20,UAV-003,0,83,normal
1,normal,none,20,UAV-003,20,128,normal
1,normal,none,20,UAV-003,48,161,normal
1,normal,none,20,UAV-004,24,173,normal
1,normal,none,20,UAV-005,2,158,normal
1,normal,none,20,UAV-006,18,139,normal
1,normal,none,20,UAV-010,16,165,normal
1,normal,none,20,UAV-012,1,160,normal
1,normal,none,20,UAV-013,4,112,normal
1,normal,none,20,UAV-013,48,164,normal
1,normal,none,20,UAV-015,6,147,normal
1,normal,none,20,UAV-016,9,131,normal
1,normal,none,20,UAV-016,50,175,normal
1,normal,none,20,UAV-019,11,168,normal
1,spoofing,high,10,UAV-002,7,162,normal
1,spoofing,high,10,UAV-006,1,161,spoofing
1,spoofing,high,10,UAV-007,8,179,spoofing
1,spoofing,high,10,UAV-008,2,147,spoofing
1,spoofing,high,10,UAV-008,21,174,spoofing
1,spoofing,high,10,UAV-009,4,146,spoofing
1,spoofing,high,10,UAV-009,31,178,spoofing
1,spoofing,high,20,UAV-001,5,166,normal
1,spoofing,high,20,UAV-002,0,179,normal
1,spoofing,high,20,UAV-004,0,150,spoofing
1,spoofing,high,20,UAV-005,0,123,spoofing
1,spoofing,high,20,UAV-005,20,147,spoofing
1,spoofing,high,20,UAV-008,0,166,spoofing
1,spoofing,high,20,UAV-009,0,176,spoofing
1,spoofing,high,20,UAV-010,5,161,spoofing
1,spoofing,high,20,UAV-011,17,179,spoofing
1,spoofing,high,20,UAV-012,3,139,spoofing
1,spoofing,high,20,UAV-012,34,170,spoofing
1,spoofing,high,20,UAV-014,8,142,spoofing
1,spoofing,high,20,UAV-016,16,174,normal
1,spoofing,high,20,UAV-017,0,128,spoofing
1,spoofing,high,20,UAV-018,21,127,spoofing
1,spoofing,high,20,UAV-019,2,141,spoofing
1,spoofing,low,10,UAV-002,0,176,normal
1,spoofing,low,10,UAV-005,5,150,normal
1,spoofing,low,10,UAV-008,9,140,normal
1,spoofing,low,10,UAV-008,24,159,normal
1,spoofing,low,10,UAV-009,8,135,normal
1,spoofing,low,10,UAV-009,32,176,normal
1,spoofing,low,10,UAV-010,0,152,normal
1,spoofing,low,20,UAV-002,35,179,spoofing
1,spoofing,low,20,UAV-003,2,147,normal
1,spoofing,low,20,UAV-007,0,83,normal
1,spoofing,low,20,UAV-007,21,107,normal
1,spoofing,low,20,UAV-007,41,159,normal
1,spoofing,low,20,UAV-008,0,148,normal
1,spoofing,low,20,UAV-009,6,143,normal
1,spoofing,low,20,UAV-010,10,137,spoofing
1,spoofing,low,20,UAV-011,0,152,normal
1,spoofing,low,20,UAV-012,3,179,normal
1,spoofing,low,20,UAV-014,1,162,normal
1,spoofing,low,20,UAV-016,4,142,normal
1,spoofing,low,20,UAV-018,6,138,normal
1,spoofing,low,20,UAV-019,2,122,spoofing
1,spoofing,low,20,UAV-019,39,165,spoofing
1,spoofing,medium,10,UAV-001,11,175,normal
1,spoofing,medium,10,UAV-003,0,145,spoofing
1,spoofing,medium,10,UAV-004,0,104,spoofing
1,spoofing,medium,10,UAV-004,37,178,spoofing
1,spoofing,medium,10,UAV-005,12,165,normal
1,spoofing,medium,10,UAV-006,5,126,normal
1,spoofing,medium,10,UAV-006,29,163,normal
1,spoofing,medium,10,UAV-007,17,173,normal
1,spoofing,medium,10,UAV-008,6,163,spoofing
1,spoofing,medium,10,UAV-010,23,158,spoofing
1,spoofing,medium,20,UAV-001,13,155,normal
1,spoofing,medium,20,UAV-001,37,178,normal
1,spoofing,medium,20,UAV-003,10,173,normal
1,spoofing,medium,20,UAV-007,1,172,normal
1,spoofing,medium,20,UAV-009,1,129,normal
1,spoofing,medium,20,UAV-009,34,176,normal
1,spoofing,medium,20,UAV-010,0,176,spoofing
1,spoofing,medium,20,UAV-014,3,162,normal
1,spoofing,medium,20,UAV-016,4,135,spoofing
1,spoofing,medium,20,UAV-016,47,173,spoofing
1,spoofing,medium,20,UAV-017,10,171,spoofing
1,spoofing,medium,20,UAV-018,0,145,normal
1,spoofing,medium,20,UAV-018,23,174,normal
1,spoofing,medium,20,UAV-019,4,153,spoofing
1,spoofing,medium,20,UAV-020,7,104,normal
1,spoofing,medium,20,UAV-020,15,149,spoofing
1,spoofing,medium,20,UAV-020,32,176,spoofing
1,spoofing_tampering,high,10,UAV-001,4,136,spoofing_tampering
1,spoofing_tampering,high,10,UAV-001,25,178,spoofing_tampering
1,spoofing_tampering,high,10,UAV-002,3,142,spoofing_tampering
1,spoofing_tampering,high,10,UAV-002,42,173,spoofing_tampering
1,spoofing_tampering,high,10,UAV-006,9,130,spoofing_tampering
1,spoofing_tampering,high,10,UAV-006,49,160,spoofing_tampering
1,spoofing_tampering,high,10,UAV-007,18,168,spoofing_tampering
1,spoofing_tampering,high,10,UAV-010,0,179,spoofing_tampering
1,spoofing_tampering,high,20,UAV-001,0,163,spoofing_tampering
1,spoofing_tampering,high,20,UAV-002,7,162,spoofing_tampering
1,spoofing_tampering,high,20,UAV-004,2,151,spoofing_tampering
1,spoofing_tampering,high,20,UAV-005,10,165,spoofing_tampering
1,spoofing_tampering,high,20,UAV-006,9,177,normal
1,spoofing_tampering,high,20,UAV-010,3,167,spoofing_tampering
1,spoofing_tampering,high,20,UAV-011,0,142,spoofing_tampering
1,spoofing_tampering,high,20,UAV-012,1,138,spoofing_tampering
1,spoofing_tampering,high,20,UAV-012,37,165,spoofing_tampering
1,spoofing_tampering,high,20,UAV-012,72,179,spoofing_tampering
1,spoofing_tampering,high,20,UAV-013,8,153,spoofing_tampering
1,spoofing_tampering,high,20,UAV-014,2,171,normal
1,spoofing_tampering,high,20,UAV-017,12,148,spoofing_tampering
1,spoofing_tampering,low,10,UAV-004,1,163,normal
1,spoofing_tampering,low,10,UAV-006,8,141,normal
1,spoofing_tampering,low,10,UAV-008,22,156,normal
1,spoofing_tampering,low,20,UAV-001,16,139,normal
1,spoofing_tampering,low,20,UAV-003,16,143,spoofing_tampering
1,spoofing_tampering,low,20,UAV-004,9,173,normal
1,spoofing_tampering,low,20,UAV-006,1,141,spoofing_tampering
1,spoofing_tampering,low,20,UAV-007,8,167,normal
1,spoofing_tampering,low,20,UAV-008,1,161,normal
1,spoofing_tampering,low,20,UAV-009,15,165,normal
1,spoofing_tampering,low,20,UAV-010,42,151,spoofing_tampering
1,spoofing_tampering,low,20,UAV-014,14,122,normal
1,spoofing_tampering,low,20,UAV-014,33,143,normal
1,spoofing_tampering,low,20,UAV-015,1,167,normal
1,spoofing_tampering,low,20,UAV-016,7,161,normal
1,spoofing_tampering,low,20,UAV-016,46,171,normal
1,spoofing_tampering,low,20,UAV-017,7,156,normal
1,spoofing_tampering,low,20,UAV-018,10,167,normal
1,spoofing_tampering,low,20,UAV-020,1,157,normal
1,spoofing_tampering,medium,10,UAV-003,1,175,spoofing_tampering
1,spoofing_tampering,medium,10,UAV-005,12,173,normal
1,spoofing_tampering,medium,10,UAV-007,6,134,normal
1,spoofing_tampering,medium,10,UAV-007,20,161,normal
1,spoofing_tampering,medium,10,UAV-008,12,143,spoofing_tampering
1,spoofing_tampering,medium,10,UAV-009,2,147,normal
1,spoofing_tampering,medium,20,UAV-001,8,161,spoofing_tampering
1,spoofing_tampering,medium,20,UAV-002,27,125,spoofing_tampering
1,spoofing_tampering,medium,20,UAV-002,53,149,spoofing_tampering
1,spoofing_tampering,medium,20,UAV-002,82,165,normal
1,spoofing_tampering,medium,20,UAV-003,15,177,spoofing_tampering
1,spoofing_tampering,medium,20,UAV-004,1,124,normal
1,spoofing_tampering,medium,20,UAV-004,30,165,normal
1,spoofing_tampering,medium,20,UAV-005,0,153,normal
1,spoofing_tampering,medium,20,UAV-007,4,157,normal
1,spoofing_tampering,medium,20,UAV-008,2,144,spoofing_tampering
1,spoofing_tampering,medium,20,UAV-009,15,146,spoofing_tampering
1,spoofing_tampering,medium,20,UAV-010,9,156,spoofing_tampering
1,spoofing_tampering,medium,20,UAV-011,25,137,spoofing_tampering
1,spoofing_tampering,medium,20,UAV-011,64,174,spoofing_tampering
1,spoofing_tampering,medium,20,UAV-012,12,135,spoofing_tampering
1,spoofing_tampering,medium,20,UAV-013,4,179,spoofing_tampering
1,spoofing_tampering,medium,20,UAV-014,5,178,spoofing_tampering
1,spoofing_tampering,medium,20,UAV-016,23,132,normal
1,spoofing_tampering,medium,20,UAV-016,61,179,normal
1,spoofing_tampering,medium,20,UAV-017,15,165,normal
1,spoofing_tampering,medium,20,UAV-018,10,151,spoofing_tampering
1,spoofing_tampering,medium,20,UAV-019,16,129,spoofing_tampering
1,tampering,high,10,UAV-001,10,161,normal
1,tampering,high,10,UAV-002,0,125,tampering
1,tampering,high,10,UAV-002,40,147,tampering
1,tampering,high,10,UAV-002,83,177,tampering
1,tampering,high,10,UAV-003,21,171,tampering
1,tampering,high,10,UAV-004,2,141,tampering
1,tampering,high,10,UAV-004,21,163,tampering
1,tampering,high,10,UAV-006,10,162,tampering
1,tampering,high,10,UAV-007,3,154,tampering
1,tampering,high,10,UAV-009,10,168,tampering
1,tampering,high,10,UAV-010,6,149,tampering
1,tampering,high,20,UAV-001,0,173,tampering
1,tampering,high,20,UAV-003,2,155,tampering
1,tampering,high,20,UAV-005,20,179,tampering
1,tampering,high,20,UAV-008,1,136,tampering
1,tampering,high,20,UAV-008,45,168,tampering
1,tampering,high,20,UAV-010,11,156,tampering
1,tampering,high,20,UAV-011,10,122,tampering
1,tampering,high,20,UAV-011,35,165,tampering
1,tampering,high,20,UAV-015,0,145,tampering
1,tampering,high,20,UAV-016,8,166,tampering
1,tampering,high,20,UAV-017,3,131,normal
1,tampering,high,20,UAV-019,2,147,tampering
1,tampering,low,10,UAV-001,14,152,normal
1,tampering,low,10,UAV-005,5,166,normal
1,tampering,low,10,UAV-006,19,179,normal
1,tampering,low,10,UAV-007,10,152,normal
1,tampering,low,10,UAV-010,18,178,normal
1,tampering,low,20,UAV-001,0,147,tampering
1,tampering,low,20,UAV-002,2,148,normal
1,tampering,low,20,UAV-004,0,133,normal
1,tampering,low,20,UAV-008,5,149,tampering
1,tampering,low,20,UAV-011,6,150,normal
1,tampering,low,20,UAV-012,7,167,normal
1,tampering,low,20,UAV-013,7,176,normal
1,tampering,low,20,UAV-017,4,168,normal
1,tampering,low,20,UAV-020,31,175,normal
1,tampering,medium,10,UAV-002,2,168,tampering
1,tampering,medium,10,UAV-004,1,165,tampering
1,tampering,medium,10,UAV-005,5,153,normal
1,tampering,medium,10,UAV-006,17,156,tampering
1,tampering,medium,10,UAV-007,1,135,normal
1,tampering,medium,10,UAV-007,34,158,normal
1,tampering,medium,10,UAV-008,6,149,tampering
1,tampering,medium,20,UAV-001,17,174,normal
1,tampering,medium,20,UAV-005,2,122,tampering
1,tampering,medium,20,UAV-006,3,147,tampering
1,tampering,medium,20,UAV-008,3,167,tampering
1,tampering,medium,20,UAV-011,18,162,tampering
1,tampering,medium,20,UAV-012,10,149,tampering
1,tampering,medium,20,UAV-012,46,171,tampering
1,tampering,medium,20,UAV-013,0,113,tampering
1,tampering,medium,20,UAV-013,27,143,tampering
1,tampering,medium,20,UAV-014,0,179,tampering
1,tampering,medium,20,UAV-018,15,148,tampering
1,tampering,medium,20,UAV-018,50,179,tampering
1,tampering,medium,20,UAV-019,16,163,normal
2,combined,high,10,UAV-001,3,166,combined
2,combined,high,10,UAV-002,1,175,combined
2,combined,high,10,UAV-004,1,138,combined
2,combined,high,10,UAV-008,6,156,combined
2,combined,high,10,UAV-010,3,139,combined
2,combined,high,10,UAV-010,51,161,combined
2,combined,high,20,UAV-001,2,141,combined
2,combined,high,20,UAV-003,1,161,combined
2,combined,high,20,UAV-005,2,149,combined
2,combined,high,20,UAV-006,9,141,combined
2,combined,high,20,UAV-006,49,170,combined
2,combined,high,20,UAV-007,11,167,normal
2,combined,high,20,UAV-009,7,149,combined
2,combined,high,20,UAV-009,43,166,combined
2,combined,high,20,UAV-011,4,167,combined
2,combined,high,20,UAV-014,1,156,combined
2,combined,high,20,UAV-014,39,172,combined
2,combined,high,20,UAV-015,1,162,combined
2,combined,high,20,UAV-016,0,116,combined
2,combined,high,20,UAV-016,36,154,combined
2,combined,high,20,UAV-017,0,126,combined
2,combined,high,20,UAV-017,41,165,combined
2,combined,high,20,UAV-019,24,162,combined
2,combined,low,10,UAV-001,10,135,combined
2,combined,low,10,UAV-003,7,169,normal
2,combined,low,10,UAV-004,11,148,normal
2,combined,low,10,UAV-005,2,140,normal
2,combined,low,10,UAV-006,0,165,normal
2,combined,low,10,UAV-007,5,161,normal
2,combined,low,10,UAV-008,23,157,normal
2,combined,low,10,UAV-009,16,179,normal
2,combined,low,10,UAV-010,10,155,normal
2,combined,low,20,UAV-001,2,178,combined
2,combined,low,20,UAV-003,9,176,normal
2,combined,low,20,UAV-004,3,156,combined
2,combined,low,20,UAV-005,4,160,normal
2,combined,low,20,UAV-008,5,178,combined
2,combined,low,20,UAV-011,17,178,normal
2,combined,low,20,UAV-013,26,142,combined
2,combined,low,20,UAV-016,12,133,combined
2,combined,low,20,UAV-016,42,154,combined
2,combined,low,20,UAV-019,9,166,normal
2,combined,medium,10,UAV-001,2,173,combined
2,combined,medium,10,UAV-002,1,141,combined
2,combined,medium,10,UAV-002,26,157,combined
2,combined,medium,10,UAV-006,5,171,combined
2,combined,medium,10,UAV-008,18,126,normal
2,combined,medium,10,UAV-008,28,163,normal
2,combined,medium,10,UAV-010,16,172,normal
2,combined,medium,20,UAV-001,2,123,combined
2,combined,medium,20,UAV-001,28,172,combined
2,combined,medium,20,UAV-005,13,146,combined
2,combined,medium,20,UAV-007,8,165,combined
2,combined,medium,20,UAV-009,5,136,normal
2,combined,medium,20,UAV-009,48,164,normal
2,combined,medium,20,UAV-010,8,130,combined
2,combined,medium,20,UAV-012,21,148,combined
2,combined,medium,20,UAV-014,0,166,combined
2,combined,medium,20,UAV-015,6,177,normal
2,combined,medium,20,UAV-016,4,128,combined
2,combined,medium,20,UAV-016,30,154,combined
2,jamming,high,10,UAV-004,7,160,jamming
2,jamming,high,10,UAV-009,0,162,jamming
2,jamming,high,10,UAV-010,2,138,jamming
2,jamming,high,20,UAV-004,8,159,jamming
2,jamming,high,20,UAV-005,2,119,jamming
2,jamming,high,20,UAV-005,48,163,jamming
2,jamming,high,20,UAV-006,1,176,jamming
